,Ligand,Receptor,Pathway,Category
1972,Lama1,Itgb1,LAMININ,ECM-Receptor
1973,Lama2,Itga2,LAMININ,ECM-Receptor
1974,Lama2,Itgb1,LAMININ,ECM-Receptor
1975,Lama3,Itga2,LAMININ,ECM-Receptor
1976,Lama3,Itgb1,LAMININ,ECM-Receptor
1977,Lama4,Itga2,LAMININ,ECM-Receptor
1978,Lama4,Itgb1,LAMININ,ECM-Receptor
1979,Lama5,Itga2,LAMININ,ECM-Receptor
1980,Lama5,Itgb1,LAMININ,ECM-Receptor
1981,Lamb1,Itga2,LAMININ,ECM-Receptor
1982,Lamb1,Itgb1,LAMININ,ECM-Receptor
1983,Lamb2,Itga2,LAMININ,ECM-Receptor
1984,Lamb2,Itgb1,LAMININ,ECM-Receptor
1985,Lamb3,Itga2,LAMININ,ECM-Receptor
1986,Lamb3,Itgb1,LAMININ,ECM-Receptor
1987,Lamc1,Itga2,LAMININ,ECM-Receptor
1988,Lamc1,Itgb1,LAMININ,ECM-Receptor
1989,Lamc2,Itga2,LAMININ,ECM-Receptor
1990,Lamc2,Itgb1,LAMININ,ECM-Receptor
1991,Lamc3,Itga2,LAMININ,ECM-Receptor
1992,Lamc3,Itgb1,LAMININ,ECM-Receptor
1993,Chad,Itga2,CHAD,ECM-Receptor
1994,Chad,Itgb1,CHAD,ECM-Receptor
1995,Lama1,Itga3,LAMININ,ECM-Receptor
1996,Lama1,Itgb1,LAMININ,ECM-Receptor
1997,Lama2,Itga3,LAMININ,ECM-Receptor
1998,Lama2,Itgb1,LAMININ,ECM-Receptor
1999,Lama3,Itga3,LAMININ,ECM-Receptor
2000,Lama3,Itgb1,LAMININ,ECM-Receptor
2001,Lama4,Itga3,LAMININ,ECM-Receptor
2002,Lama4,Itgb1,LAMININ,ECM-Receptor
2003,Lama5,Itga3,LAMININ,ECM-Receptor
2004,Lama5,Itgb1,LAMININ,ECM-Receptor
2005,Lamb1,Itga3,LAMININ,ECM-Receptor
2006,Lamb1,Itgb1,LAMININ,ECM-Receptor
2007,Lamb2,Itga3,LAMININ,ECM-Receptor
2008,Lamb2,Itgb1,LAMININ,ECM-Receptor
2009,Lamb3,Itga3,LAMININ,ECM-Receptor
2010,Lamb3,Itgb1,LAMININ,ECM-Receptor
2011,Lamc1,Itga3,LAMININ,ECM-Receptor
2012,Lamc1,Itgb1,LAMININ,ECM-Receptor
2013,Lamc2,Itga3,LAMININ,ECM-Receptor
2014,Lamc2,Itgb1,LAMININ,ECM-Receptor
2015,Lamc3,Itga3,LAMININ,ECM-Receptor
2016,Lamc3,Itgb1,LAMININ,ECM-Receptor
2017,Reln,Itga3,RELN,ECM-Receptor
2018,Reln,Itgb1,RELN,ECM-Receptor
2019,Thbs1,Itga3,THBS,ECM-Receptor
2020,Thbs1,Itgb1,THBS,ECM-Receptor
2021,Thbs2,Itga3,THBS,ECM-Receptor
2022,Thbs2,Itgb1,THBS,ECM-Receptor
2023,Thbs3,Itga3,THBS,ECM-Receptor
2024,Thbs3,Itgb1,THBS,ECM-Receptor
2025,Thbs4,Itga3,THBS,ECM-Receptor
2026,Thbs4,Itgb1,THBS,ECM-Receptor
2027,Comp,Itga3,THBS,ECM-Receptor
2028,Comp,Itgb1,THBS,ECM-Receptor
2029,Col1a1,Itga3,COLLAGEN,ECM-Receptor
2030,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
2031,Col1a2,Itga3,COLLAGEN,ECM-Receptor
2032,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
2033,Col2a1,Itga3,COLLAGEN,ECM-Receptor
2034,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
2035,Col4a1,Itga3,COLLAGEN,ECM-Receptor
2036,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
2037,Col4a2,Itga3,COLLAGEN,ECM-Receptor
2038,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
2039,Col4a3,Itga3,COLLAGEN,ECM-Receptor
2040,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
2041,Col4a4,Itga3,COLLAGEN,ECM-Receptor
2042,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
2043,Col4a5,Itga3,COLLAGEN,ECM-Receptor
2044,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
2045,Col4a6,Itga3,COLLAGEN,ECM-Receptor
2046,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
2047,Col6a1,Itga3,COLLAGEN,ECM-Receptor
2048,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
2049,Col6a2,Itga3,COLLAGEN,ECM-Receptor
2050,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
2051,Col6a3,Itga3,COLLAGEN,ECM-Receptor
2052,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
2053,Col6a4,Itga3,COLLAGEN,ECM-Receptor
2054,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
2055,Col6a5,Itga3,COLLAGEN,ECM-Receptor
2056,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
2057,Col6a6,Itga3,COLLAGEN,ECM-Receptor
2058,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
2059,Col9a1,Itga3,COLLAGEN,ECM-Receptor
2060,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
2061,Col9a2,Itga3,COLLAGEN,ECM-Receptor
2062,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
2063,Col9a3,Itga3,COLLAGEN,ECM-Receptor
2064,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
2065,Lama1,Itga6,LAMININ,ECM-Receptor
2066,Lama1,Itgb1,LAMININ,ECM-Receptor
2067,Lama2,Itga6,LAMININ,ECM-Receptor
2068,Lama2,Itgb1,LAMININ,ECM-Receptor
2069,Lama3,Itga6,LAMININ,ECM-Receptor
2070,Lama3,Itgb1,LAMININ,ECM-Receptor
2071,Lama4,Itga6,LAMININ,ECM-Receptor
2072,Lama4,Itgb1,LAMININ,ECM-Receptor
2073,Lama5,Itga6,LAMININ,ECM-Receptor
2074,Lama5,Itgb1,LAMININ,ECM-Receptor
2075,Lamb1,Itga6,LAMININ,ECM-Receptor
2076,Lamb1,Itgb1,LAMININ,ECM-Receptor
2077,Lamb2,Itga6,LAMININ,ECM-Receptor
2078,Lamb2,Itgb1,LAMININ,ECM-Receptor
2079,Lamb3,Itga6,LAMININ,ECM-Receptor
2080,Lamb3,Itgb1,LAMININ,ECM-Receptor
2081,Lamc1,Itga6,LAMININ,ECM-Receptor
2082,Lamc1,Itgb1,LAMININ,ECM-Receptor
2083,Lamc2,Itga6,LAMININ,ECM-Receptor
2084,Lamc2,Itgb1,LAMININ,ECM-Receptor
2085,Lamc3,Itga6,LAMININ,ECM-Receptor
2086,Lamc3,Itgb1,LAMININ,ECM-Receptor
2087,Lama1,Itga7,LAMININ,ECM-Receptor
2088,Lama1,Itgb1,LAMININ,ECM-Receptor
2089,Lama2,Itga7,LAMININ,ECM-Receptor
2090,Lama2,Itgb1,LAMININ,ECM-Receptor
2091,Lama3,Itga7,LAMININ,ECM-Receptor
2092,Lama3,Itgb1,LAMININ,ECM-Receptor
2093,Lama4,Itga7,LAMININ,ECM-Receptor
2094,Lama4,Itgb1,LAMININ,ECM-Receptor
2095,Lama5,Itga7,LAMININ,ECM-Receptor
2096,Lama5,Itgb1,LAMININ,ECM-Receptor
2097,Lamb1,Itga7,LAMININ,ECM-Receptor
2098,Lamb1,Itgb1,LAMININ,ECM-Receptor
2099,Lamb2,Itga7,LAMININ,ECM-Receptor
2100,Lamb2,Itgb1,LAMININ,ECM-Receptor
2101,Lamb3,Itga7,LAMININ,ECM-Receptor
2102,Lamb3,Itgb1,LAMININ,ECM-Receptor
2103,Lamc1,Itga7,LAMININ,ECM-Receptor
2104,Lamc1,Itgb1,LAMININ,ECM-Receptor
2105,Lamc2,Itga7,LAMININ,ECM-Receptor
2106,Lamc2,Itgb1,LAMININ,ECM-Receptor
2107,Lamc3,Itga7,LAMININ,ECM-Receptor
2108,Lamc3,Itgb1,LAMININ,ECM-Receptor
2109,Vtn,Itga8,VTN,ECM-Receptor
2110,Vtn,Itgb1,VTN,ECM-Receptor
2111,Tnc,Itga8,TENASCIN,ECM-Receptor
2112,Tnc,Itgb1,TENASCIN,ECM-Receptor
2113,Tnr,Itga8,TENASCIN,ECM-Receptor
2114,Tnr,Itgb1,TENASCIN,ECM-Receptor
2115,Tnn,Itga8,TENASCIN,ECM-Receptor
2116,Tnn,Itgb1,TENASCIN,ECM-Receptor
2117,Tnxb,Itga8,TENASCIN,ECM-Receptor
2118,Tnxb,Itgb1,TENASCIN,ECM-Receptor
2119,Npnt,Itga8,NPNT,ECM-Receptor
2120,Npnt,Itgb1,NPNT,ECM-Receptor
2121,Fras1,Itga8,NPNT,ECM-Receptor
2122,Fras1,Itgb1,NPNT,ECM-Receptor
2123,Frem1,Itga8,NPNT,ECM-Receptor
2124,Frem1,Itgb1,NPNT,ECM-Receptor
2125,Npnt,Itga8,NPNT,ECM-Receptor
2126,Npnt,Itgb1,NPNT,ECM-Receptor
2127,Fras1,Itga8,NPNT,ECM-Receptor
2128,Fras1,Itgb1,NPNT,ECM-Receptor
2129,Frem2,Itga8,NPNT,ECM-Receptor
2130,Frem2,Itgb1,NPNT,ECM-Receptor
2131,Tnc,Itga9,TENASCIN,ECM-Receptor
2132,Tnc,Itgb1,TENASCIN,ECM-Receptor
2133,Tnr,Itga9,TENASCIN,ECM-Receptor
2134,Tnr,Itgb1,TENASCIN,ECM-Receptor
2135,Tnn,Itga9,TENASCIN,ECM-Receptor
2136,Tnn,Itgb1,TENASCIN,ECM-Receptor
2137,Tnxb,Itga9,TENASCIN,ECM-Receptor
2138,Tnxb,Itgb1,TENASCIN,ECM-Receptor
2139,Col1a1,Itga9,COLLAGEN,ECM-Receptor
2140,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
2141,Col1a2,Itga9,COLLAGEN,ECM-Receptor
2142,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
2143,Col2a1,Itga9,COLLAGEN,ECM-Receptor
2144,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
2145,Col4a1,Itga9,COLLAGEN,ECM-Receptor
2146,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
2147,Col4a2,Itga9,COLLAGEN,ECM-Receptor
2148,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
2149,Col4a3,Itga9,COLLAGEN,ECM-Receptor
2150,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
2151,Col4a4,Itga9,COLLAGEN,ECM-Receptor
2152,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
2153,Col4a5,Itga9,COLLAGEN,ECM-Receptor
2154,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
2155,Col4a6,Itga9,COLLAGEN,ECM-Receptor
2156,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
2157,Col6a1,Itga9,COLLAGEN,ECM-Receptor
2158,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
2159,Col6a2,Itga9,COLLAGEN,ECM-Receptor
2160,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
2161,Col6a3,Itga9,COLLAGEN,ECM-Receptor
2162,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
2163,Col6a4,Itga9,COLLAGEN,ECM-Receptor
2164,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
2165,Col6a5,Itga9,COLLAGEN,ECM-Receptor
2166,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
2167,Col6a6,Itga9,COLLAGEN,ECM-Receptor
2168,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
2169,Col9a1,Itga9,COLLAGEN,ECM-Receptor
2170,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
2171,Col9a2,Itga9,COLLAGEN,ECM-Receptor
2172,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
2173,Col9a3,Itga9,COLLAGEN,ECM-Receptor
2174,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
2175,Lama1,Itga9,LAMININ,ECM-Receptor
2176,Lama1,Itgb1,LAMININ,ECM-Receptor
2177,Lama2,Itga9,LAMININ,ECM-Receptor
2178,Lama2,Itgb1,LAMININ,ECM-Receptor
2179,Lama3,Itga9,LAMININ,ECM-Receptor
2180,Lama3,Itgb1,LAMININ,ECM-Receptor
2181,Lama4,Itga9,LAMININ,ECM-Receptor
2182,Lama4,Itgb1,LAMININ,ECM-Receptor
2183,Lama5,Itga9,LAMININ,ECM-Receptor
2184,Lama5,Itgb1,LAMININ,ECM-Receptor
2185,Lamb1,Itga9,LAMININ,ECM-Receptor
2186,Lamb1,Itgb1,LAMININ,ECM-Receptor
2187,Lamb2,Itga9,LAMININ,ECM-Receptor
2188,Lamb2,Itgb1,LAMININ,ECM-Receptor
2189,Lamb3,Itga9,LAMININ,ECM-Receptor
2190,Lamb3,Itgb1,LAMININ,ECM-Receptor
2191,Lamc1,Itga9,LAMININ,ECM-Receptor
2192,Lamc1,Itgb1,LAMININ,ECM-Receptor
2193,Lamc2,Itga9,LAMININ,ECM-Receptor
2194,Lamc2,Itgb1,LAMININ,ECM-Receptor
2195,Lamc3,Itga9,LAMININ,ECM-Receptor
2196,Lamc3,Itgb1,LAMININ,ECM-Receptor
2197,Col1a1,Itga10,COLLAGEN,ECM-Receptor
2198,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
2199,Col1a2,Itga10,COLLAGEN,ECM-Receptor
2200,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
2201,Col2a1,Itga10,COLLAGEN,ECM-Receptor
2202,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
2203,Col4a1,Itga10,COLLAGEN,ECM-Receptor
2204,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
2205,Col4a2,Itga10,COLLAGEN,ECM-Receptor
2206,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
2207,Col4a3,Itga10,COLLAGEN,ECM-Receptor
2208,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
2209,Col4a4,Itga10,COLLAGEN,ECM-Receptor
2210,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
2211,Col4a5,Itga10,COLLAGEN,ECM-Receptor
2212,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
2213,Col4a6,Itga10,COLLAGEN,ECM-Receptor
2214,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
2215,Col6a1,Itga10,COLLAGEN,ECM-Receptor
2216,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
2217,Col6a2,Itga10,COLLAGEN,ECM-Receptor
2218,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
2219,Col6a3,Itga10,COLLAGEN,ECM-Receptor
2220,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
2221,Col6a4,Itga10,COLLAGEN,ECM-Receptor
2222,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
2223,Col6a5,Itga10,COLLAGEN,ECM-Receptor
2224,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
2225,Col6a6,Itga10,COLLAGEN,ECM-Receptor
2226,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
2227,Col9a1,Itga10,COLLAGEN,ECM-Receptor
2228,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
2229,Col9a2,Itga10,COLLAGEN,ECM-Receptor
2230,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
2231,Col9a3,Itga10,COLLAGEN,ECM-Receptor
2232,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
2233,Col1a1,Itga11,COLLAGEN,ECM-Receptor
2234,Col1a1,Itgb1,COLLAGEN,ECM-Receptor
2235,Col1a2,Itga11,COLLAGEN,ECM-Receptor
2236,Col1a2,Itgb1,COLLAGEN,ECM-Receptor
2237,Col2a1,Itga11,COLLAGEN,ECM-Receptor
2238,Col2a1,Itgb1,COLLAGEN,ECM-Receptor
2239,Col4a1,Itga11,COLLAGEN,ECM-Receptor
2240,Col4a1,Itgb1,COLLAGEN,ECM-Receptor
2241,Col4a2,Itga11,COLLAGEN,ECM-Receptor
2242,Col4a2,Itgb1,COLLAGEN,ECM-Receptor
2243,Col4a3,Itga11,COLLAGEN,ECM-Receptor
2244,Col4a3,Itgb1,COLLAGEN,ECM-Receptor
2245,Col4a4,Itga11,COLLAGEN,ECM-Receptor
2246,Col4a4,Itgb1,COLLAGEN,ECM-Receptor
2247,Col4a5,Itga11,COLLAGEN,ECM-Receptor
2248,Col4a5,Itgb1,COLLAGEN,ECM-Receptor
2249,Col4a6,Itga11,COLLAGEN,ECM-Receptor
2250,Col4a6,Itgb1,COLLAGEN,ECM-Receptor
2251,Col6a1,Itga11,COLLAGEN,ECM-Receptor
2252,Col6a1,Itgb1,COLLAGEN,ECM-Receptor
2253,Col6a2,Itga11,COLLAGEN,ECM-Receptor
2254,Col6a2,Itgb1,COLLAGEN,ECM-Receptor
2255,Col6a3,Itga11,COLLAGEN,ECM-Receptor
2256,Col6a3,Itgb1,COLLAGEN,ECM-Receptor
2257,Col6a4,Itga11,COLLAGEN,ECM-Receptor
2258,Col6a4,Itgb1,COLLAGEN,ECM-Receptor
2259,Col6a5,Itga11,COLLAGEN,ECM-Receptor
2260,Col6a5,Itgb1,COLLAGEN,ECM-Receptor
2261,Col6a6,Itga11,COLLAGEN,ECM-Receptor
2262,Col6a6,Itgb1,COLLAGEN,ECM-Receptor
2263,Col9a1,Itga11,COLLAGEN,ECM-Receptor
2264,Col9a1,Itgb1,COLLAGEN,ECM-Receptor
2265,Col9a2,Itga11,COLLAGEN,ECM-Receptor
2266,Col9a2,Itgb1,COLLAGEN,ECM-Receptor
2267,Col9a3,Itga11,COLLAGEN,ECM-Receptor
2268,Col9a3,Itgb1,COLLAGEN,ECM-Receptor
2269,Fn1,Itgav,FN1,ECM-Receptor
2270,Fn1,Itgb1,FN1,ECM-Receptor
2271,Vtn,Itgav,VTN,ECM-Receptor
2272,Vtn,Itgb1,VTN,ECM-Receptor
2273,Dspp,Itgav,DSPP,ECM-Receptor
2274,Dspp,Itgb1,DSPP,ECM-Receptor
2275,Fn1,Itga4,FN1,ECM-Receptor
2276,Fn1,Itgb7,FN1,ECM-Receptor
2277,Fn1,Itgav,FN1,ECM-Receptor
2278,Fn1,Itgb3,FN1,ECM-Receptor
2279,Vtn,Itgav,VTN,ECM-Receptor
2280,Vtn,Itgb3,VTN,ECM-Receptor
2281,Vwf,Itgav,VWF,ECM-Receptor
2282,Vwf,Itgb3,VWF,ECM-Receptor
2283,Tnc,Itgav,TENASCIN,ECM-Receptor
2284,Tnc,Itgb3,TENASCIN,ECM-Receptor
2285,Tnr,Itgav,TENASCIN,ECM-Receptor
2286,Tnr,Itgb3,TENASCIN,ECM-Receptor
2287,Tnn,Itgav,TENASCIN,ECM-Receptor
2288,Tnn,Itgb3,TENASCIN,ECM-Receptor
2289,Tnxb,Itgav,TENASCIN,ECM-Receptor
2290,Tnxb,Itgb3,TENASCIN,ECM-Receptor
2291,Ibsp,Itgav,BSP,ECM-Receptor
2292,Ibsp,Itgb3,BSP,ECM-Receptor
2293,Thbs1,Itgav,THBS,ECM-Receptor
2294,Thbs1,Itgb3,THBS,ECM-Receptor
2295,Thbs2,Itgav,THBS,ECM-Receptor
2296,Thbs2,Itgb3,THBS,ECM-Receptor
2297,Thbs3,Itgav,THBS,ECM-Receptor
2298,Thbs3,Itgb3,THBS,ECM-Receptor
2299,Thbs4,Itgav,THBS,ECM-Receptor
2300,Thbs4,Itgb3,THBS,ECM-Receptor
2301,Comp,Itgav,THBS,ECM-Receptor
2302,Comp,Itgb3,THBS,ECM-Receptor
2303,Dmp1,Itgav,DMP1,ECM-Receptor
2304,Dmp1,Itgb3,DMP1,ECM-Receptor
2305,Fn1,Itga2b,FN1,ECM-Receptor
2306,Fn1,Itgb3,FN1,ECM-Receptor
2307,Vtn,Itga2b,VTN,ECM-Receptor
2308,Vtn,Itgb3,VTN,ECM-Receptor
2309,Vwf,Itga2b,VWF,ECM-Receptor
2310,Vwf,Itgb3,VWF,ECM-Receptor
2311,Tnc,Itga2b,TENASCIN,ECM-Receptor
2312,Tnc,Itgb3,TENASCIN,ECM-Receptor
2313,Tnr,Itga2b,TENASCIN,ECM-Receptor
2314,Tnr,Itgb3,TENASCIN,ECM-Receptor
2315,Tnn,Itga2b,TENASCIN,ECM-Receptor
2316,Tnn,Itgb3,TENASCIN,ECM-Receptor
2317,Tnxb,Itga2b,TENASCIN,ECM-Receptor
2318,Tnxb,Itgb3,TENASCIN,ECM-Receptor
2319,Vtn,Itgav,VTN,ECM-Receptor
2320,Vtn,Itgb5,VTN,ECM-Receptor
2321,Ibsp,Itgav,BSP,ECM-Receptor
2322,Ibsp,Itgb5,BSP,ECM-Receptor
2323,Tnc,Itgav,TENASCIN,ECM-Receptor
2324,Tnc,Itgb6,TENASCIN,ECM-Receptor
2325,Tnr,Itgav,TENASCIN,ECM-Receptor
2326,Tnr,Itgb6,TENASCIN,ECM-Receptor
2327,Tnn,Itgav,TENASCIN,ECM-Receptor
2328,Tnn,Itgb6,TENASCIN,ECM-Receptor
2329,Tnxb,Itgav,TENASCIN,ECM-Receptor
2330,Tnxb,Itgb6,TENASCIN,ECM-Receptor
2331,Fn1,Itgav,FN1,ECM-Receptor
2332,Fn1,Itgb6,FN1,ECM-Receptor
2333,Dspp,Itgav,DSPP,ECM-Receptor
2334,Dspp,Itgb6,DSPP,ECM-Receptor
2335,Vtn,Itgav,VTN,ECM-Receptor
2336,Vtn,Itgb8,VTN,ECM-Receptor
2337,Fn1,Itgav,FN1,ECM-Receptor
2338,Fn1,Itgb8,FN1,ECM-Receptor
2339,Lama1,Itgav,LAMININ,ECM-Receptor
2340,Lama1,Itgb8,LAMININ,ECM-Receptor
2341,Lama2,Itgav,LAMININ,ECM-Receptor
2342,Lama2,Itgb8,LAMININ,ECM-Receptor
2343,Lama3,Itgav,LAMININ,ECM-Receptor
2344,Lama3,Itgb8,LAMININ,ECM-Receptor
2345,Lama4,Itgav,LAMININ,ECM-Receptor
2346,Lama4,Itgb8,LAMININ,ECM-Receptor
2347,Lama5,Itgav,LAMININ,ECM-Receptor
2348,Lama5,Itgb8,LAMININ,ECM-Receptor
2349,Lamb1,Itgav,LAMININ,ECM-Receptor
2350,Lamb1,Itgb8,LAMININ,ECM-Receptor
2351,Lamb2,Itgav,LAMININ,ECM-Receptor
2352,Lamb2,Itgb8,LAMININ,ECM-Receptor
2353,Lamb3,Itgav,LAMININ,ECM-Receptor
2354,Lamb3,Itgb8,LAMININ,ECM-Receptor
2355,Lamc1,Itgav,LAMININ,ECM-Receptor
2356,Lamc1,Itgb8,LAMININ,ECM-Receptor
2357,Lamc2,Itgav,LAMININ,ECM-Receptor
2358,Lamc2,Itgb8,LAMININ,ECM-Receptor
2359,Lamc3,Itgav,LAMININ,ECM-Receptor
2360,Lamc3,Itgb8,LAMININ,ECM-Receptor
2361,Col1a1,Itgav,COLLAGEN,ECM-Receptor
2362,Col1a1,Itgb8,COLLAGEN,ECM-Receptor
2363,Col1a2,Itgav,COLLAGEN,ECM-Receptor
2364,Col1a2,Itgb8,COLLAGEN,ECM-Receptor
2365,Col2a1,Itgav,COLLAGEN,ECM-Receptor
2366,Col2a1,Itgb8,COLLAGEN,ECM-Receptor
2367,Col4a1,Itgav,COLLAGEN,ECM-Receptor
2368,Col4a1,Itgb8,COLLAGEN,ECM-Receptor
2369,Col4a2,Itgav,COLLAGEN,ECM-Receptor
2370,Col4a2,Itgb8,COLLAGEN,ECM-Receptor
2371,Col4a3,Itgav,COLLAGEN,ECM-Receptor
2372,Col4a3,Itgb8,COLLAGEN,ECM-Receptor
2373,Col4a4,Itgav,COLLAGEN,ECM-Receptor
2374,Col4a4,Itgb8,COLLAGEN,ECM-Receptor
2375,Col4a5,Itgav,COLLAGEN,ECM-Receptor
2376,Col4a5,Itgb8,COLLAGEN,ECM-Receptor
2377,Col4a6,Itgav,COLLAGEN,ECM-Receptor
2378,Col4a6,Itgb8,COLLAGEN,ECM-Receptor
2379,Col6a1,Itgav,COLLAGEN,ECM-Receptor
2380,Col6a1,Itgb8,COLLAGEN,ECM-Receptor
2381,Col6a2,Itgav,COLLAGEN,ECM-Receptor
2382,Col6a2,Itgb8,COLLAGEN,ECM-Receptor
2383,Col6a3,Itgav,COLLAGEN,ECM-Receptor
2384,Col6a3,Itgb8,COLLAGEN,ECM-Receptor
2385,Col6a4,Itgav,COLLAGEN,ECM-Receptor
2386,Col6a4,Itgb8,COLLAGEN,ECM-Receptor
2387,Col6a5,Itgav,COLLAGEN,ECM-Receptor
2388,Col6a5,Itgb8,COLLAGEN,ECM-Receptor
2389,Col6a6,Itgav,COLLAGEN,ECM-Receptor
2390,Col6a6,Itgb8,COLLAGEN,ECM-Receptor
2391,Col9a1,Itgav,COLLAGEN,ECM-Receptor
2392,Col9a1,Itgb8,COLLAGEN,ECM-Receptor
2393,Col9a2,Itgav,COLLAGEN,ECM-Receptor
2394,Col9a2,Itgb8,COLLAGEN,ECM-Receptor
2395,Col9a3,Itgav,COLLAGEN,ECM-Receptor
2396,Col9a3,Itgb8,COLLAGEN,ECM-Receptor
2397,Lama1,Itga6,LAMININ,ECM-Receptor
2398,Lama1,Itgb4,LAMININ,ECM-Receptor
2399,Lama2,Itga6,LAMININ,ECM-Receptor
2400,Lama2,Itgb4,LAMININ,ECM-Receptor
2401,Lama3,Itga6,LAMININ,ECM-Receptor
2402,Lama3,Itgb4,LAMININ,ECM-Receptor
2403,Lama4,Itga6,LAMININ,ECM-Receptor
2404,Lama4,Itgb4,LAMININ,ECM-Receptor
2405,Lama5,Itga6,LAMININ,ECM-Receptor
2406,Lama5,Itgb4,LAMININ,ECM-Receptor
2407,Lamb1,Itga6,LAMININ,ECM-Receptor
2408,Lamb1,Itgb4,LAMININ,ECM-Receptor
2409,Lamb2,Itga6,LAMININ,ECM-Receptor
2410,Lamb2,Itgb4,LAMININ,ECM-Receptor
2411,Lamb3,Itga6,LAMININ,ECM-Receptor
2412,Lamb3,Itgb4,LAMININ,ECM-Receptor
2413,Lamc1,Itga6,LAMININ,ECM-Receptor
2414,Lamc1,Itgb4,LAMININ,ECM-Receptor
2415,Lamc2,Itga6,LAMININ,ECM-Receptor
2416,Lamc2,Itgb4,LAMININ,ECM-Receptor
2417,Lamc3,Itga6,LAMININ,ECM-Receptor
2418,Lamc3,Itgb4,LAMININ,ECM-Receptor
2419,Fn1,Cd44,FN1,ECM-Receptor
2420,Col1a1,Cd44,COLLAGEN,ECM-Receptor
2421,Col1a2,Cd44,COLLAGEN,ECM-Receptor
2422,Col2a1,Cd44,COLLAGEN,ECM-Receptor
2423,Col4a1,Cd44,COLLAGEN,ECM-Receptor
2424,Col4a2,Cd44,COLLAGEN,ECM-Receptor
2425,Col4a3,Cd44,COLLAGEN,ECM-Receptor
2426,Col4a4,Cd44,COLLAGEN,ECM-Receptor
2427,Col4a5,Cd44,COLLAGEN,ECM-Receptor
2428,Col4a6,Cd44,COLLAGEN,ECM-Receptor
2429,Col6a1,Cd44,COLLAGEN,ECM-Receptor
2430,Col6a2,Cd44,COLLAGEN,ECM-Receptor
2431,Col6a3,Cd44,COLLAGEN,ECM-Receptor
2432,Col6a4,Cd44,COLLAGEN,ECM-Receptor
2433,Col6a5,Cd44,COLLAGEN,ECM-Receptor
2434,Col6a6,Cd44,COLLAGEN,ECM-Receptor
2435,Col9a1,Cd44,COLLAGEN,ECM-Receptor
2436,Col9a2,Cd44,COLLAGEN,ECM-Receptor
2437,Col9a3,Cd44,COLLAGEN,ECM-Receptor
2438,Lama1,Cd44,LAMININ,ECM-Receptor
2439,Lama2,Cd44,LAMININ,ECM-Receptor
2440,Lama3,Cd44,LAMININ,ECM-Receptor
